IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate;NbSeedminusNA;propViabilityNA;TotalNbPods;time_flo;Dormancy;NumSeedPlant
641;3;3;1;3;1;3;1;3;1;619;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;1;34;3;0.333333333333333;153
642;0;4;0;4;1;4;1;4;1;621;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0;34;3;0;153
643;2;3;0.666666666666667;3;1;3;1;3;1;621;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;0.666666666666667;34;3;1;153
644;2;4;0.5;4;1;4;1;4;1;623;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.5;34;3;0;153
645;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;623;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;0.666666666666667;34;3;0;153
646;4;4;1;4;1;4;1;4;1;625;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;1;34;3;0;153
647;3;3;1;3;1;3;1;3;1;625;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;1;34;3;0;153
648;2;4;0.5;4;1;4;1;4;1;627;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.5;34;3;0;153
649;0;3;0;3;1;3;1;3;1;627;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;0;34;3;0;153
650;3;4;0.75;4;1;4;1;4;1;629;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.75;34;3;0.25;153
651;3;3;1;3;1;3;1;3;1;629;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;1;34;3;0;153
652;1;4;0.25;4;1;4;1;4;1;631;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.25;34;3;0;153
653;0;3;0;3;1;3;1;3;1;631;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;0;34;3;0;153
654;4;5;0.8;5;1;5;1;4;0.8;633;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4;5;0.8;9;18;0;30
655;1;4;0.25;4;1;2;0.5;4;1;635;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4;4;0.25;9;18;0;30
656;2;3;0.666666666666667;3;1;3;1;3;1;635;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4;3;0.666666666666667;9;18;0;30
657;0;4;0;4;1;4;1;4;1;637;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4;4;0;7;21.5;0;47
658;3;3;1;3;1;3;1;3;1;637;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4;3;1;7;21.5;0;47
659;3;4;0.75;4;1;3;0.75;3;0.75;639;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4;4;0.75;7;21.5;0;47
660;3;3;1;3;1;3;1;3;1;639;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4;3;1;7;21.5;0;47
661;4;4;1;4;1;4;1;4;1;641;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5;4;1;7;21.5;0.25;47
662;4;4;1;4;1;4;1;4;1;641;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5;4;1;7;21.5;0;47
663;5;5;1;5;1;5;1;5;1;643;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5;5;1;7;21.5;0;47
664;3;4;0.75;4;1;3;0.75;4;1;645;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;2;5;4;0.75;5;25;0.5;22
665;2;3;0.666666666666667;3;1;3;1;3;1;645;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;2;5;3;0.666666666666667;5;25;0.666666666666667;22
666;3;3;1;3;1;3;1;3;1;647;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;3;1;8;18;0;58
667;4;4;1;4;1;4;1;4;1;647;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;1;8;18;0;58
668;3;4;0.75;4;1;4;1;4;1;649;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;0.75;8;18;0;58
669;4;4;1;4;1;4;1;4;1;649;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;1;8;18;0.25;58
670;1;4;0.25;4;1;4;1;4;1;651;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;0.25;8;18;0;58
671;4;4;1;4;1;4;1;4;1;651;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;1;8;18;0.5;58
672;2;4;0.5;4;1;4;1;3;0.75;653;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;4;0.5;8;18;0;58
673;3;3;1;3;1;3;1;3;1;653;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5;3;1;8;18;0;58
674;0;4;0;4;1;3;0.75;2;0.5;655;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0;25;3;0;173
675;0;3;0;3;1;3;1;3;1;655;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;3;0;25;3;0;173
676;2;4;0.5;4;1;4;1;4;1;657;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0.5;25;3;0.25;173
677;0;3;0;3;1;3;1;3;1;657;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;3;0;25;3;0;173
678;2;4;0.5;4;1;3;0.75;4;1;659;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0.5;25;3;0.25;173
679;0;4;0;4;1;0;0;0;0;659;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0;25;3;0;173
680;0;4;0;4;1;4;1;4;1;661;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0;25;3;0.5;173
681;4;4;1;4;1;4;1;4;1;661;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0.5;173
682;4;4;1;4;1;4;1;4;1;663;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0;173
683;4;4;1;4;1;4;1;4;1;663;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0;173
684;5;5;1;5;1;5;1;5;1;665;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;5;1;25;3;0;173
685;1;4;0.25;4;1;3;0.75;2;0.5;667;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0.25;25;3;0.25;173
686;3;4;0.75;4;1;3;0.75;4;1;667;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0.75;25;3;0;173
687;4;4;1;4;1;4;1;4;1;669;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0.25;173
688;3;3;1;3;1;3;1;3;1;669;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;3;1;25;3;0;173
689;4;4;1;4;1;4;1;4;1;671;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0.5;173
690;4;4;1;4;1;4;1;4;1;671;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0.25;173
691;4;5;0.8;5;1;5;1;5;1;673;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;5;0.8;25;3;0.2;173
692;2;4;0.5;4;1;4;1;4;1;675;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;0.5;25;3;0.25;173
693;4;4;1;4;1;4;1;4;1;675;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0;173
694;4;4;1;4;1;4;1;4;1;677;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;4;1;25;3;0.25;173
695;3;3;1;3;1;3;1;3;1;677;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;3;1;25;3;0;173
696;2;5;0.4;5;1;5;1;5;1;679;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5;5;0.4;25;3;0;173
697;5;5;1;5;1;5;1;5;1;681;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5;5;1;13;11;0.6;48
698;4;4;1;4;1;4;1;4;1;683;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5;4;1;13;11;0;48
699;3;3;1;3;1;3;1;3;1;683;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5;3;1;13;11;0;48
700;6;6;1;6;1;6;1;6;1;685;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5;6;1;13;11;0.333333333333333;48
701;4;6;0.666666666666667;6;1;6;1;6;1;687;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5;6;0.666666666666667;13;11;0.166666666666667;48
702;3;3;1;3;1;3;1;3;1;691;F89-13-46-b2_H4_2013_J_A6;NA;1;J;A6;interpop;Corse_H4;2;5;3;1;7;11;0;12
703;5;6;0.833333333333333;6;1;6;1;6;1;697;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;6;0.833333333333333;14;21.5;0;73
704;6;6;1;6;1;6;1;6;1;699;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;6;1;14;21.5;0;73
705;3;3;1;3;1;3;1;3;1;701;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;3;1;14;21.5;0;73
706;2;6;0.333333333333333;6;1;6;1;4;0.666666666666667;703;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;6;0.333333333333333;14;21.5;0;73
707;2;4;0.5;4;1;4;1;4;1;705;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;4;0.5;14;21.5;0.25;73
708;3;4;0.75;4;1;4;1;4;1;705;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;4;0.75;14;21.5;0;73
709;3;6;0.5;6;1;6;1;6;1;707;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;6;0.5;14;21.5;0.166666666666667;73
710;1;1;1;1;1;1;1;1;1;709;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5;1;1;14;21.5;0;73
711;2;4;0.5;4;1;4;1;4;1;711;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;4;0.5;14;18;0;77
712;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;711;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;3;0.333333333333333;14;18;0.333333333333333;77
713;2;4;0.5;4;1;3;0.75;2;0.5;713;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;4;0.5;14;18;0.25;77
714;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;713;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;3;0.333333333333333;14;18;0;77
715;0;4;0;4;1;4;1;4;1;715;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;4;0;14;18;0;77
716;2;4;0.5;4;1;4;1;3;0.75;715;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;4;0.5;14;18;0.5;77
717;3;6;0.5;6;1;6;1;4;0.666666666666667;717;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;6;0.5;14;18;0.166666666666667;77
718;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;719;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;6;0.666666666666667;14;18;0;77
719;0;1;0;1;1;1;1;1;1;721;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5;1;0;14;18;0;77
720;0;4;0;4;1;0;0;1;0.25;723;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;5;4;0;4;14.5;0.5;26
721;0;4;0;4;1;2;0.5;1;0.25;723;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;6;4;0;4;14.5;0.75;26
722;6;6;1;6;1;6;1;6;1;725;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;6;6;1;4;14.5;0;26
723;4;4;1;4;1;4;1;4;1;727;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6;4;1;9;21.5;0.25;35
724;4;4;1;4;1;4;1;4;1;727;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6;4;1;9;21.5;0.25;35
725;6;6;1;6;1;6;1;6;1;729;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6;6;1;9;21.5;0;35
726;6;6;1;6;1;6;1;6;1;731;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6;6;1;9;21.5;0;35
727;6;6;1;6;1;6;1;6;1;735;F89-13-156-p2_H5_J_F2;NA;1;J;F2;interpop;Corse_H5;2;6;6;1;4;28.5;0;16
728;4;4;1;4;1;4;1;4;1;739;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0.5;204
729;3;3;1;3;1;3;1;3;1;739;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;3;1;35;3;0.333333333333333;204
730;4;4;1;4;1;4;1;4;1;741;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
731;4;4;1;4;1;4;1;4;1;741;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
732;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;743;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;6;0.833333333333333;35;3;0.333333333333333;204
733;4;4;1;4;1;4;1;4;1;745;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0.25;204
734;4;4;1;4;1;4;1;4;1;747;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0.5;204
735;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;747;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;3;0.666666666666667;35;3;0;204
736;5;5;1;5;1;5;1;5;1;749;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;5;1;35;3;0;204
737;6;6;1;6;1;6;1;6;1;751;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;6;1;35;3;0;204
738;6;6;1;6;1;6;1;6;1;753;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;6;1;35;3;0;204
739;5;5;1;5;1;5;1;5;1;755;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;5;1;35;3;0;204
740;4;4;1;4;1;4;1;4;1;757;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
741;3;3;1;3;1;3;1;3;1;759;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;3;1;35;3;0;204
742;2;4;0.5;4;1;3;0.75;3;0.75;761;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;0.5;35;3;0.5;204
743;5;5;1;5;1;5;1;5;1;763;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;5;1;35;3;0.2;204
744;4;4;1;4;1;4;1;4;1;765;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
745;3;3;1;3;1;3;1;3;1;765;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;3;1;35;3;0;204
746;4;4;1;4;1;4;1;4;1;767;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
747;4;4;1;4;1;4;1;4;1;769;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
748;4;4;1;4;1;4;1;4;1;769;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0;204
749;4;4;1;4;1;4;1;4;1;771;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0.25;204
750;4;4;1;4;1;4;1;3;0.75;771;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;4;1;35;3;0.5;204
751;6;6;1;5;0.833333333333333;6;1;6;1;773;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6;6;1;35;3;0;204
752;6;6;1;6;1;6;1;6;1;775;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6;6;1;NA;7.5;0;38
753;2;4;0.5;4;1;4;1;4;1;777;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6;4;0.5;NA;7.5;0;38
754;6;6;1;6;1;6;1;6;1;779;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6;6;1;NA;7.5;0;38
755;0;3;0;3;1;3;1;3;1;783;Inconnu?_N_A5;NA;1;N;A5;interpop;0;2;6;3;0;NA;25;0;5
756;5;5;1;5;1;5;1;5;1;785;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6;5;1;NA;7.5;0;18
757;4;4;1;4;1;4;1;4;1;787;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6;4;1;NA;7.5;0;18
758;2;2;1;2;1;2;1;2;1;789;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6;2;1;NA;7.5;0;18
759;3;4;0.75;4;1;4;1;4;1;791;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6;4;0.75;7;18;0;29
760;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;791;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6;3;0.333333333333333;7;18;0;29
761;5;5;1;5;1;5;1;5;1;793;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6;5;1;7;18;0;29
762;2;4;0.5;4;1;4;1;3;0.75;795;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6;4;0.5;7;18;0;29
763;4;4;1;4;1;4;1;4;1;797;F89-13-101-r2_H1_N_C1;NA;1;N;C1;interpop;Corse_H1;2;6;4;1;2;14.5;0;8
764;0;4;0;4;1;4;1;4;1;799;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;0;NA;41;11;0;251
765;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;799;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;3;0.333333333333333;41;11;0;251
766;4;4;1;4;1;4;1;4;1;801;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;1;41;11;0;251
767;3;3;1;3;1;3;1;3;1;801;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;3;1;41;11;0;251
768;3;4;0.75;4;1;3;0.75;3;0.75;803;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0.75;41;11;0.25;251
769;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;803;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;3;0.333333333333333;41;11;0;251
770;6;6;1;6;1;6;1;6;1;805;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;6;1;41;11;0;251
771;2;4;0.5;4;1;4;1;4;1;807;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0.5;41;11;0;251
772;2;4;0.5;4;1;4;1;4;1;807;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0.5;41;11;0;251
773;2;4;0.5;4;1;4;1;4;1;809;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0.5;41;11;0;251
774;0;3;0;3;1;3;1;3;1;809;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;3;0;41;11;0.333333333333333;251
775;0;4;0;4;1;0;0;0;0;811;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0;41;11;0.25;251
776;0;4;0;4;1;1;0.25;1;0.25;811;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0;41;11;0.25;251
777;0;4;0;4;1;1;0.25;3;0.75;813;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;4;0;41;11;0;251
778;0;3;0;3;1;2;0.666666666666667;3;1;813;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;3;0;41;11;0;251
779;3;6;0.5;5;0.833333333333333;6;1;6;1;815;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;6;0.5;41;11;0;251
780;1;5;0.2;3;0.6;5;1;5;1;817;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6;5;0.2;41;11;0;251
781;3;4;0.75;4;1;4;1;4;1;819;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;0.75;41;11;0;251
782;3;3;1;3;1;3;1;3;1;819;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;3;1;41;11;0;251
783;3;5;0.6;5;1;5;1;5;1;821;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;5;0.6;41;11;0.4;251
784;6;6;1;6;1;6;1;6;1;823;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;6;1;41;11;0;251
785;4;4;1;4;1;4;1;4;1;825;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;1;41;11;0;251
786;3;3;1;3;1;3;1;3;1;825;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;3;1;41;11;0;251
787;2;4;0.5;4;1;4;1;3;0.75;827;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;0.5;41;11;0;251
788;4;4;1;4;1;4;1;4;1;829;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;1;41;11;0;251
789;3;4;0.75;4;1;4;1;4;1;829;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;0.75;41;11;0;251
790;6;6;1;6;1;6;1;6;1;831;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;6;1;41;11;0;251
791;0;4;0;4;1;4;1;4;1;833;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;0;41;11;0;251
792;2;3;0.666666666666667;3;1;3;1;3;1;833;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;3;0.666666666666667;41;11;0;251
793;3;4;0.75;4;1;4;1;4;1;835;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;4;0.75;41;11;0.25;251
794;2;3;0.666666666666667;3;1;3;1;3;1;837;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;3;0.666666666666667;41;11;0;251
795;2;5;0.4;5;1;5;1;5;1;839;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7;5;0.4;41;11;0.2;251
796;0;5;0;5;1;0;0;0;0;841;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;5;0;12;11;0;48
797;1;4;0.25;4;1;4;1;4;1;843;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;4;0.25;12;11;0;48
798;5;5;1;5;1;5;1;5;1;845;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;5;1;12;11;0;48
799;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;847;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;6;0.833333333333333;12;11;0;48
800;2;3;0.666666666666667;3;1;3;1;3;1;849;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;3;0.666666666666667;12;11;0.333333333333333;48
801;0;2;0;2;1;2;1;2;1;851;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7;2;0;12;11;0;48
802;5;5;1;5;1;5;1;5;1;853;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7;5;1;8;18;0.4;31
803;6;6;1;6;1;6;1;6;1;855;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7;6;1;8;18;0.166666666666667;31
804;0;1;0;1;1;1;1;1;1;857;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7;1;0;8;18;0;31
805;1;1;1;1;1;1;1;1;1;859;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7;1;1;8;18;0;31
806;5;5;1;5;1;5;1;5;1;861;L1125_Na657_H8_N_D1;NA;1;N;D1;interpop;Narbonne_H8;2;7;5;1;2;18;0;10
807;3;4;0.75;4;1;4;1;4;1;863;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;0.75;32;7.5;0;194
808;3;3;1;3;1;3;1;3;1;863;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
