IDBox;Plant;Zone;Plan;UniqueQuadrat;UniqueGeno;n
846;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;6
847;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
848;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
849;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
850;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
851;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;6
852;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;6
853;L1107_Na234_H2_N_E4;NA;interpop;N;Narbonne_H2;6
854;L1107_Na234_H2_N_E4;NA;interpop;N;Narbonne_H2;6
855;L1105_Na21_H2_N_E5;NA;interpop;N;Narbonne_H2;7
856;L1105_Na21_H2_N_E5;NA;interpop;N;Narbonne_H2;7
857;L1105_Na21_H2_N_E5;NA;interpop;N;Narbonne_H2;5
858;L1105_Na21_H2_N_E5;NA;interpop;N;Narbonne_H2;5
859;L1105_Na21_H2_N_E5;NA;interpop;N;Narbonne_H2;6
