IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate
790;6;6;1;6;1;6;1;6;1;831;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
791;0;4;0;4;1;4;1;4;1;833;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
792;2;3;0.666666666666667;3;1;3;1;3;1;833;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
793;3;4;0.75;4;1;4;1;4;1;835;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
794;2;3;0.666666666666667;3;1;3;1;3;1;837;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
795;2;5;0.4;5;1;5;1;5;1;839;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
796;0;5;0;5;1;0;0;0;0;841;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
797;1;4;0.25;4;1;4;1;4;1;843;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
798;5;5;1;5;1;5;1;5;1;845;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
799;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;847;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
800;2;3;0.666666666666667;3;1;3;1;3;1;849;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
801;0;2;0;2;1;2;1;2;1;851;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;2;7
802;5;5;1;5;1;5;1;5;1;853;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7
803;6;6;1;6;1;6;1;6;1;855;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7
804;0;1;0;1;1;1;1;1;1;857;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7
805;1;1;1;1;1;1;1;1;1;859;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;2;7
806;5;5;1;5;1;5;1;5;1;861;L1125_Na657_H8_N_D1;NA;1;N;D1;interpop;Narbonne_H8;2;7
807;3;4;0.75;4;1;4;1;4;1;863;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
808;3;3;1;3;1;3;1;3;1;863;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
809;4;4;1;4;1;4;1;4;1;865;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
810;3;3;1;3;1;3;1;3;1;865;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
811;4;4;1;4;1;4;1;4;1;867;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
812;3;3;1;3;1;3;1;3;1;867;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
813;2;4;0.5;4;1;4;1;4;1;869;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
814;3;3;1;3;1;3;1;3;1;869;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
815;4;6;0.666666666666667;6;1;6;1;6;1;871;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
816;6;6;1;6;1;6;1;6;1;873;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
817;3;4;0.75;4;1;4;1;3;0.75;875;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
818;3;3;1;3;1;3;1;3;1;875;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
819;5;6;0.833333333333333;6;1;6;1;6;1;877;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
820;6;6;1;6;1;6;1;6;1;879;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
821;2;4;0.5;4;1;4;1;3;0.75;881;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
822;3;4;0.75;4;1;4;1;4;1;881;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
823;4;4;1;4;1;4;1;4;1;883;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
824;3;3;1;3;1;3;1;3;1;883;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
825;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;885;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
826;4;5;0.8;5;1;4;0.8;5;1;887;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
827;4;4;1;4;1;4;1;4;1;889;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
828;4;5;0.8;5;1;5;1;5;1;891;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
829;4;4;1;4;1;4;1;4;1;893;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7
830;4;4;1;4;1;4;1;4;1;895;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
831;3;3;1;3;1;3;1;3;1;895;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
832;3;4;0.75;4;1;4;1;4;1;897;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
833;4;4;1;4;1;4;1;4;1;897;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
834;5;6;0.833333333333333;6;1;6;1;6;1;899;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
835;4;4;1;4;1;4;1;4;1;901;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
836;4;4;1;4;1;4;1;4;1;901;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
837;3;4;0.75;4;1;4;1;4;1;903;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
838;3;3;1;3;1;3;1;3;1;903;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
839;5;6;0.833333333333333;6;1;6;1;6;1;905;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
840;4;4;1;4;1;4;1;4;1;907;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
841;3;3;1;3;1;3;1;3;1;907;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
842;5;5;1;5;1;5;1;5;1;909;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
843;5;5;1;5;1;5;1;5;1;911;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
844;3;4;0.75;4;1;3;0.75;3;0.75;913;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
845;3;6;0.5;6;1;6;1;5;0.833333333333333;915;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
846;5;6;0.833333333333333;6;1;6;1;6;1;917;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
847;4;4;1;4;1;4;1;4;1;919;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
848;2;3;0.666666666666667;3;1;3;1;3;1;919;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
849;4;4;1;4;1;4;1;3;0.75;921;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
850;4;4;1;4;1;4;1;4;1;921;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
851;5;6;0.833333333333333;6;1;6;1;6;1;923;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
852;5;6;0.833333333333333;6;1;5;0.833333333333333;6;1;925;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7
853;3;6;0.5;6;1;6;1;6;1;927;L1107_Na234_H2_N_E4;NA;1;N;E4;interpop;Narbonne_H2;2;7
854;5;6;0.833333333333333;6;1;6;1;6;1;929;L1107_Na234_H2_N_E4;NA;1;N;E4;interpop;Narbonne_H2;2;7
855;0;4;0;4;1;4;1;4;1;931;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
856;3;3;1;3;1;3;1;3;1;931;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
857;3;5;0.6;5;1;4;0.8;5;1;933;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
858;1;5;0.2;5;1;5;1;4;0.8;935;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
859;6;6;1;6;1;6;1;6;1;937;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
860;2;5;0.4;5;1;4;0.8;4;0.8;939;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
861;4;4;1;4;1;4;1;4;1;941;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7
862;1;2;0.5;2;1;2;1;2;1;943;Inconnu?_N_F0;NA;1;N;F0;interpop;0;2;7
863;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;945;L1119_Na545_H50_N_F3;NA;1;N;F3;interpop;Narbonne_H50;2;7
864;4;6;0.666666666666667;6;1;6;1;6;1;947;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;2;7
865;2;2;1;2;1;2;1;2;1;949;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;2;7
866;3;6;0.5;6;1;6;1;6;1;951;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7
867;4;4;1;4;1;4;1;4;1;953;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7
868;2;3;0.666666666666667;3;1;3;1;3;1;953;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7
869;1;5;0.2;5;1;5;1;5;1;957;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
870;3;4;0.75;4;1;4;1;4;1;959;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
871;4;5;0.8;5;1;5;1;5;1;961;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
872;4;5;0.8;5;1;5;1;5;1;963;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
873;2;4;0.5;4;1;3;0.75;3;0.75;965;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
874;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;965;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
875;4;5;0.8;5;1;5;1;5;1;967;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7
876;4;4;1;4;1;4;1;4;1;969;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7
877;3;3;1;3;1;3;1;3;1;969;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7
878;1;1;1;1;1;1;1;1;1;971;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7
879;4;4;1;4;1;4;1;4;1;973;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7
880;4;4;1;4;1;4;1;4;1;975;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
881;3;3;1;3;1;3;1;3;1;975;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
882;5;6;0.833333333333333;6;1;6;1;6;1;977;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
883;4;4;1;4;1;4;1;4;1;979;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
884;3;3;1;3;1;3;1;3;1;979;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
885;2;4;0.5;4;1;4;1;4;1;981;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
886;2;4;0.5;4;1;4;1;4;1;983;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
887;3;3;1;3;1;3;1;3;1;983;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
888;4;5;0.8;5;1;5;1;5;1;985;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
889;3;4;0.75;4;1;4;1;4;1;987;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
890;1;3;0.333333333333333;3;1;3;1;3;1;987;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
891;3;6;0.5;6;1;6;1;6;1;989;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7
892;4;4;1;4;1;4;1;4;1;991;F89-13-155-p2_H1_P_EE1;NA;1;P;EE1;interpop;Corse_H1;2;7
893;4;4;1;4;1;4;1;4;1;991;F89-13-155-p2_H1_P_EE1;NA;1;P;EE1;interpop;Corse_H1;2;7
894;1;6;0.166666666666667;6;1;6;1;4;0.666666666666667;332;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;3;5
895;3;4;0.75;4;1;4;1;4;1;334;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5
896;3;3;1;3;1;3;1;3;1;334;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5
897;1;6;0.166666666666667;6;1;6;1;6;1;336;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5
898;1;4;0.25;4;1;4;1;4;1;338;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
899;1;3;0.333333333333333;3;1;3;1;3;1;338;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
900;0;4;0;4;1;4;1;1;0.25;340;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
901;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;340;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
902;2;4;0.5;4;1;4;1;4;1;342;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
903;1;4;0.25;4;1;4;1;3;0.75;342;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
904;1;4;0.25;4;1;3;0.75;4;1;344;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
905;2;4;0.5;4;1;4;1;3;0.75;344;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
906;2;4;0.5;3;0.75;2;0.5;2;0.5;346;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
907;0;3;0;3;1;0;0;0;0;346;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
908;1;2;0.5;2;1;1;0.5;1;0.5;348;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
909;1;3;0.333333333333333;3;1;1;0.333333333333333;2;0.666666666666667;350;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5
910;4;4;1;4;1;4;1;4;1;352;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
911;3;3;1;3;1;3;1;3;1;352;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
912;3;4;0.75;4;1;4;1;4;1;354;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
913;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;354;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
914;2;2;1;2;1;2;1;2;1;356;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
915;3;4;0.75;4;1;4;1;4;1;358;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5
916;3;4;0.75;4;1;4;1;3;0.75;360;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
917;4;4;1;4;1;4;1;4;1;360;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
918;4;4;1;4;1;4;1;4;1;362;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
919;4;4;1;4;1;4;1;4;1;362;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
920;3;4;0.75;4;1;4;1;4;1;364;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
921;3;3;1;3;1;3;1;3;1;364;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
922;5;5;1;5;1;5;1;5;1;366;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
923;3;4;0.75;4;1;4;1;4;1;366;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
924;5;5;1;5;1;5;1;5;1;368;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
925;3;4;0.75;4;1;4;1;4;1;368;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
926;4;4;1;4;1;4;1;4;1;370;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
927;1;3;0.333333333333333;3;1;3;1;3;1;370;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
928;4;5;0.8;5;1;5;1;5;1;372;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
929;1;1;1;1;1;1;1;1;1;374;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
930;2;3;0.666666666666667;3;1;3;1;3;1;376;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5
931;3;4;0.75;4;1;4;1;4;1;378;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;3;5
932;3;3;1;3;1;3;1;3;1;378;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;3;5
933;6;6;1;6;1;6;1;6;1;380;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
934;5;6;0.833333333333333;6;1;6;1;6;1;382;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
935;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;384;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
936;2;4;0.5;4;1;4;1;3;0.75;386;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
937;0;3;0;3;1;3;1;3;1;386;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
938;2;3;0.666666666666667;3;1;3;1;3;1;388;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
939;3;6;0.5;6;1;6;1;6;1;390;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
940;2;6;0.333333333333333;6;1;6;1;6;1;392;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
941;3;4;0.75;4;1;4;1;4;1;394;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
942;4;4;1;4;1;4;1;4;1;396;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
943;0;5;0;5;1;5;1;5;1;398;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5
944;0;5;0;5;1;4;0.8;4;0.8;400;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;3;5
945;1;4;0.25;4;1;3;0.75;3;0.75;402;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;3;5
946;0;6;0;6;1;1;0.166666666666667;1;0.166666666666667;404;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;3;5
947;2;6;0.333333333333333;5;0.833333333333333;3;0.5;3;0.5;406;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5
948;1;2;0.5;2;1;1;0.5;2;1;408;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5
949;0;5;0;4;0.8;1;0.2;1;0.2;410;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5
950;4;4;1;4;1;4;1;4;1;412;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5
951;4;4;1;4;1;4;1;4;1;412;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5
952;4;6;0.666666666666667;6;1;6;1;6;1;414;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5
953;6;6;1;6;1;6;1;6;1;416;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5
954;4;4;1;4;1;4;1;4;1;418;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6
955;3;3;1;3;1;3;1;3;1;418;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6
956;2;3;0.666666666666667;3;1;3;1;3;1;420;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6
957;4;4;1;4;1;4;1;4;1;422;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6
958;2;3;0.666666666666667;3;1;3;1;3;1;422;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6
959;5;6;0.833333333333333;6;1;6;1;6;1;424;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6
960;2;3;0.666666666666667;3;1;3;1;3;1;426;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6
961;6;6;1;6;1;6;1;6;1;428;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;3;6
962;5;6;0.833333333333333;6;1;6;1;6;1;430;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
963;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;432;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
964;4;4;1;4;1;4;1;4;1;434;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
965;3;3;1;3;1;3;1;3;1;434;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
966;5;6;0.833333333333333;6;1;6;1;6;1;436;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
967;4;4;1;4;1;4;1;4;1;438;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
968;4;4;1;4;1;4;1;4;1;438;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
969;4;5;0.8;5;1;5;1;5;1;440;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
970;2;4;0.5;4;1;3;0.75;4;1;442;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
971;2;3;0.666666666666667;3;1;3;1;3;1;442;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
972;3;4;0.75;4;1;4;1;4;1;444;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
973;4;4;1;4;1;4;1;4;1;444;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
974;5;6;0.833333333333333;6;1;5;0.833333333333333;6;1;446;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
975;4;4;1;4;1;4;1;4;1;448;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
976;2;3;0.666666666666667;3;1;3;1;3;1;448;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
977;3;5;0.6;5;1;5;1;5;1;450;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
978;1;2;0.5;2;1;2;1;2;1;452;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
979;0;2;0;2;1;2;1;2;1;454;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
980;3;5;0.6;5;1;5;1;5;1;456;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
981;3;4;0.75;4;1;4;1;4;1;458;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
982;3;3;1;3;1;3;1;3;1;458;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
983;3;4;0.75;4;1;4;1;4;1;460;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
984;4;4;1;4;1;4;1;4;1;460;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
985;3;4;0.75;4;1;3;0.75;4;1;462;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
986;4;4;1;4;1;4;1;4;1;462;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6
987;1;4;0.25;4;1;2;0.5;1;0.25;464;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;3;6
988;4;4;1;4;1;4;1;4;1;464;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;3;6
989;4;5;0.8;5;1;5;1;5;1;466;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;3;6
990;4;4;1;4;1;4;1;4;1;468;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
991;0;3;0;3;1;0;0;1;0.333333333333333;468;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
992;4;4;1;4;1;4;1;4;1;470;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
