IDBox;Plant;Zone;Zone0;Plan;Quadrat;UniqueQuadrat;PositionQuad;UniqueGeno;IDPod;Block;Plate;PositionPlate;NbSeed;IDSeed;SwellingDate;Swell;RadicleDate;Rad;CotyledonDate;Cot;Viability;SampleDate;Conta;time_flo;L_max_flo;TotalNbPods;NumSeedPlant;Vgonflement;Vradicule;Vcotyledon
329;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;270;1;6;3;7;2;19/05/2016;1;20/05/2016;1;23/05/2016;1;1;24/05/2016;;18;5.5;31;179;2;1;4
329;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;270;1;6;3;7;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
330;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;4;7;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
330;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;4;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
330;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;4;7;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;0;23/05/2016;;18;5.5;31;179;1;2;4
330;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;4;7;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
331;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;3;7;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
331;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;3;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
331;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;271;1;6;3;7;3;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;0;3;5
332;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;4;7;1;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;NA;;18;5.5;31;179;1;4;5
332;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;4;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
332;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;4;7;3;18/05/2016;1;20/05/2016;1;23/05/2016;1;0;NA;;18;5.5;31;179;1;2;5
332;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;4;7;4;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;0;3;5
333;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;3;7;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
333;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;3;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
333;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;272;1;6;3;7;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;4;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;5;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
334;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;273;1;6;4;6;6;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
335;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;274;1;6;3;5;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
335;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;274;1;6;3;5;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
335;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;274;1;6;3;5;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
335;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;274;1;6;3;5;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
335;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;274;1;6;3;5;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;1;17/05/2016;1;20/05/2016;1;23/05/2016;1;1;24/05/2016;;18;5.5;31;179;0;3;6
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;3;18/05/2016;1;NA;0;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;NA;4
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;5;18/05/2016;1;20/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;2;5
336;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;275;1;6;4;6;6;19/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;2;1;3
337;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;3;7;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
337;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;3;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
337;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;3;7;3;18/05/2016;1;20/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;2;5
337;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;3;7;4;19/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;2;1;3
338;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;4;7;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
338;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;4;7;2;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;4
338;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;276;1;6;4;7;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;1;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;0;3;5
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;2;17/05/2016;1;18/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;0;1;5
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;3;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;0;3;5
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
339;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;277;1;6;3;6;6;17/05/2016;1;20/05/2016;1;23/05/2016;1;1;24/05/2016;;18;5.5;31;179;0;3;6
340;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;278;1;6;4;5;1;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
340;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;278;1;6;4;5;2;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;23/05/2016;;18;5.5;31;179;1;4;4
340;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;278;1;6;4;5;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
340;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;278;1;6;4;5;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
340;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;278;1;6;4;5;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;1;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;2;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;4;18/05/2016;1;19/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;1;4
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;5;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;0;3;5
341;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;279;1;6;3;6;6;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
342;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;4;7;1;19/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;2;1;3
342;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;4;7;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;2;4
342;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;4;7;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
342;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;4;7;4;18/05/2016;1;22/05/2016;1;24/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;6
343;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;3;7;1;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;2;5
343;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;3;7;2;18/05/2016;1;19/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;1;4
343;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;280;1;6;3;7;3;17/05/2016;1;22/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;0;5;5
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;1;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;0;3;5
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;2;17/05/2016;1;20/05/2016;1;25/05/2016;1;1;25/05/2016;;18;5.5;31;179;0;3;8
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;2;4
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;4;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;0;3;5
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;5;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;0;3;5
344;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;281;1;6;4;6;6;18/05/2016;1;20/05/2016;1;25/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;2;7
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;1;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;23/05/2016;;18;5.5;31;179;1;4;5
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;3;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;0;3;5
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;4;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
345;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;282;1;6;3;6;6;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;1;18/05/2016;1;20/05/2016;1;23/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;5
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;4;19/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;2;1;3
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
346;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;283;1;6;4;6;6;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;23/05/2016;;18;5.5;31;179;1;2;4
347;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;3;8;1;18/05/2016;1;20/05/2016;1;24/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;6
347;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;3;8;2;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;4
347;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;3;8;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
347;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;3;8;4;18/05/2016;1;22/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;4;4
348;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;4;8;1;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;5
348;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;4;8;2;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
348;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;4;8;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
348;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;284;1;6;4;8;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
349;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;285;1;6;3;5;1;17/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;0;5;5
349;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;285;1;6;3;5;2;17/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;0;5;5
349;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;285;1;6;3;5;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
349;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;285;1;6;3;5;4;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;4
349;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;285;1;6;3;5;5;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;4
350;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;4;8;1;18/05/2016;1;NA;0;25/05/2016;1;0;25/05/2016;;18;5.5;31;179;1;NA;7
350;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;4;8;2;18/05/2016;1;22/05/2016;1;24/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;4;6
350;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;4;8;3;18/05/2016;1;22/05/2016;1;24/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;4;6
350;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;4;8;4;18/05/2016;1;22/05/2016;1;NA;0;0;25/05/2016;;18;5.5;31;179;1;4;NA
351;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;3;8;1;18/05/2016;1;22/05/2016;1;24/05/2016;1;0;27/05/2016;;18;5.5;31;179;1;4;6
351;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;3;8;2;18/05/2016;1;22/05/2016;1;27/05/2016;1;1;27/05/2016;;18;5.5;31;179;1;4;9
351;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;3;8;3;18/05/2016;1;22/05/2016;1;27/05/2016;1;1;27/05/2016;;18;5.5;31;179;1;4;9
351;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;286;1;6;3;8;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;27/05/2016;;18;5.5;31;179;1;2;4
352;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;287;1;6;4;5;1;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
352;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;287;1;6;4;5;2;18/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;4
352;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;287;1;6;4;5;3;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;5
352;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;287;1;6;4;5;4;18/05/2016;1;20/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;2;5
352;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;287;1;6;4;5;5;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;1;17/05/2016;1;22/05/2016;1;22/05/2016;1;0;24/05/2016;;18;5.5;31;179;0;5;5
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;2;19/05/2016;1;20/05/2016;1;23/05/2016;1;1;24/05/2016;;18;5.5;31;179;2;1;4
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;3;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;1;4;5
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;4;18/05/2016;1;22/05/2016;1;NA;0;0;24/05/2016;;18;5.5;31;179;1;4;NA
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;5;17/05/2016;1;20/05/2016;1;23/05/2016;1;0;24/05/2016;;18;5.5;31;179;0;3;6
353;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;288;1;6;3;6;6;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;24/05/2016;;18;5.5;31;179;1;2;4
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;1;18/05/2016;1;22/05/2016;1;NA;0;0;NA;26-mai;18;5.5;31;179;1;4;NA
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;2;17/05/2016;1;22/05/2016;1;23/05/2016;1;0;26/05/2016;;18;5.5;31;179;0;5;6
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;3;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;26/05/2016;;18;5.5;31;179;1;2;4
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;4;17/05/2016;1;20/05/2016;1;22/05/2016;1;1;26/05/2016;;18;5.5;31;179;0;3;5
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;5;17/05/2016;1;22/05/2016;1;22/05/2016;1;1;26/05/2016;;18;5.5;31;179;0;5;5
354;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;289;1;6;4;6;6;17/05/2016;1;22/05/2016;1;NA;0;0;NA;;18;5.5;31;179;0;5;NA
355;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;290;1;6;3;4;1;18/05/2016;1;22/05/2016;1;24/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;4;6
355;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;290;1;6;3;4;2;18/05/2016;1;22/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;4;4
355;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;290;1;6;3;4;3;18/05/2016;1;22/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;4;4
355;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;290;1;6;3;4;4;18/05/2016;1;20/05/2016;1;22/05/2016;1;1;25/05/2016;;18;5.5;31;179;1;2;4
356;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;291;1;6;4;6;1;17/05/2016;1;20/05/2016;1;23/05/2016;1;0;27/05/2016;;18;5.5;31;179;0;3;6
356;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;291;1;6;4;6;2;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;27/05/2016;;18;5.5;31;179;1;4;5
356;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;291;1;6;4;6;3;18/05/2016;1;20/05/2016;1;23/05/2016;1;0;27/05/2016;;18;5.5;31;179;1;2;5
356;L1119_Na545_H50_B_D5;NA;1;interpop;B;B;D5;Narbonne_H50;291;1;6;4;6;4;18/05/2016;1;22/05/2016;1;23/05/2016;1;0;27/05/2016;;18;5.5;31;179;1;4;5
