IDBox;Plant;Zone;Plan;Quadrat;UniqueQuadrat;PositionQuad;UniqueGeno;IDPod;Block;Plate;PositionPlate;NbSeed;IDSeed;Base;SwellingDate;Swell;RadicleDate;Rad;CotyledonDate;Cot;Viability;SampleDate;Conta;time_flo;L_max_flo;TotalNbPods;NumSeedPlant
181;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;166;1;4;3;4;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;21.5;4;6;0
181;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;166;1;4;3;4;3;17-mai;17-mai;1;20-mai;1;;0;0;24-mai;;21.5;4;6;0
181;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;166;1;4;3;4;4;17-mai;19-mai;0;;0;;0;0;;;21.5;4;6;0
182;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;167;1;4;4;5;1;17-mai;17-mai;1;20-mai;1;23-mai;1;1;24-mai;;21.5;4;6;0
182;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;167;1;4;4;5;2;17-mai;18-mai;0;22-mai;1;24-mai;1;0;24-mai;;21.5;4;6;0
182;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;167;1;4;4;5;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;21.5;4;6;0
182;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;167;1;4;4;5;4;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;21.5;4;6;0
182;L1109_Na314_H5_B_C4;;interpop;B;B;C4;Narbonne_H5;167;1;4;4;5;5;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;21.5;4;6;0
183;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;3;7;1;17-mai;18-mai;0;20-mai;1;;0;0;24-mai;;14.5;7.5;42;219
183;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;3;7;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
183;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;3;7;3;17-mai;19-mai;0;20-mai;1;;0;1;24-mai;;14.5;7.5;42;219
183;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;3;7;4;17-mai;18-mai;0;20-mai;1;;0;1;24-mai;;14.5;7.5;42;219
184;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
184;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;4;7;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
184;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;168;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;1;17-mai;18-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;2;17-mai;20-mai;0;22-mai;1;;0;1;25-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;3;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;4;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;5;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
185;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;169;1;4;3;6;6;17-mai;19-mai;0;22-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
186;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
186;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;4;7;2;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
186;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
186;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;4;7;4;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
187;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;3;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;25-mai;;14.5;7.5;42;219
187;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;3;7;2;17-mai;18-mai;0;20-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
187;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;170;1;4;3;7;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;2;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;3;17-mai;20-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;4;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;5;17-mai;18-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
188;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;171;1;4;4;6;6;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
189;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;3;8;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
189;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;3;8;2;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
189;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
189;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;3;8;4;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
190;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;26-mai;1;1;27-mai;;14.5;7.5;42;219
190;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;26-mai;1;1;27-mai;;14.5;7.5;42;219
190;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;4;8;3;17-mai;18-mai;0;20-mai;1;24-mai;1;1;27-mai;;14.5;7.5;42;219
190;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;172;1;4;4;8;4;17-mai;18-mai;0;20-mai;1;26-mai;1;0;27-mai;;14.5;7.5;42;219
191;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;3;8;1;17-mai;18-mai;0;22-mai;1;23-mai;1;1;25-mai;;14.5;7.5;42;219
191;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;3;8;2;17-mai;18-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
191;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
191;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;3;8;4;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
192;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
192;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
192;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;4;8;3;17-mai;18-mai;0;20-mai;1;26-mai;1;1;26-mai;;14.5;7.5;42;219
192;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;173;1;4;4;8;4;17-mai;18-mai;0;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;1;17-mai;18-mai;0;20-mai;1;;0;0;25-mai;;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;2;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;25-mai;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;4;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;5;17-mai;18-mai;0;20-mai;1;;0;0;;25-mai;14.5;7.5;42;219
193;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;174;1;4;3;6;6;17-mai;17-mai;1;20-mai;1;23-mai;1;1;25-mai;;14.5;7.5;42;219
194;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;4;8;1;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
194;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
194;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;4;8;3;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
194;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;4;8;4;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
195;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;3;8;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
195;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;3;8;2;17-mai;18-mai;0;22-mai;1;23-mai;1;0;25-mai;;14.5;7.5;42;219
195;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
195;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;175;1;4;3;8;4;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
196;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
196;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;4;8;2;17-mai;18-mai;0;22-mai;1;22-mai;1;0;24-mai;;14.5;7.5;42;219
196;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;4;8;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
196;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;4;8;4;17-mai;17-mai;1;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
197;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;3;8;1;17-mai;18-mai;0;22-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
197;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;3;8;2;17-mai;18-mai;0;22-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
197;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
197;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;176;1;4;3;8;4;17-mai;18-mai;0;20-mai;1;22-mai;1;0;24-mai;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;1;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;2;17-mai;17-mai;1;22-mai;1;;0;0;;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;4;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;5;17-mai;18-mai;0;22-mai;1;22-mai;1;0;25-mai;;14.5;7.5;42;219
198;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;177;1;4;4;6;6;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
199;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;3;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
199;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;3;7;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
199;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;3;7;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
199;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;3;7;4;17-mai;17-mai;1;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
200;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
200;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;4;7;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
200;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;178;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
201;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;3;8;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;24-mai;;14.5;7.5;42;219
201;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;3;8;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
201;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
201;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;3;8;4;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
202;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
202;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;14.5;7.5;42;219
202;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;4;8;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;14.5;7.5;42;219
202;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;179;1;4;4;8;4;17-mai;18-mai;0;20-mai;1;;0;0;24-mai;;14.5;7.5;42;219
203;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;3;7;1;17-mai;18-mai;0;20-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
203;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;3;7;2;17-mai;18-mai;0;;0;25-mai;1;1;26-mai;;14.5;7.5;42;219
203;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;3;7;3;17-mai;17-mai;1;22-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
203;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;3;7;4;17-mai;19-mai;0;22-mai;1;25-mai;1;0;26-mai;;14.5;7.5;42;219
204;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
204;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;4;7;2;17-mai;18-mai;0;22-mai;1;24-mai;1;1;26-mai;;14.5;7.5;42;219
204;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;180;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
205;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;3;8;1;17-mai;18-mai;0;22-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
205;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;3;8;2;17-mai;18-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
205;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;3;8;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;25-mai;;14.5;7.5;42;219
205;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;3;8;4;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
206;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
206;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
206;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;4;8;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
206;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;181;1;4;4;8;4;17-mai;18-mai;0;22-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;1;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;2;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;4;17-mai;18-mai;0;19-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;5;17-mai;17-mai;1;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
207;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;182;1;4;3;6;6;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
208;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;14.5;7.5;42;219
208;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;4;7;2;17-mai;19-mai;0;22-mai;1;25-mai;1;0;25-mai;;14.5;7.5;42;219
208;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
208;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;4;7;4;17-mai;18-mai;0;22-mai;1;22-mai;1;0;25-mai;;14.5;7.5;42;219
209;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;3;7;1;17-mai;17-mai;1;20-mai;1;26-mai;1;1;27-mai;;14.5;7.5;42;219
209;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;3;7;2;17-mai;18-mai;0;20-mai;1;26-mai;1;1;27-mai;;14.5;7.5;42;219
209;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;183;1;4;3;7;3;17-mai;18-mai;0;22-mai;1;26-mai;1;1;27-mai;;14.5;7.5;42;219
210;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;4;7;1;17-mai;18-mai;0;20-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
210;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;4;7;2;17-mai;18-mai;0;20-mai;1;25-mai;1;0;26-mai;;14.5;7.5;42;219
210;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;4;7;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
210;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;4;7;4;17-mai;18-mai;0;22-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
211;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;3;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;1;27-mai;;14.5;7.5;42;219
211;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;3;7;2;17-mai;18-mai;0;20-mai;1;25-mai;1;1;27-mai;;14.5;7.5;42;219
211;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;184;1;4;3;7;3;17-mai;18-mai;0;22-mai;1;25-mai;1;0;27-mai;;14.5;7.5;42;219
212;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;4;8;1;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;14.5;7.5;42;219
212;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;4;8;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;14.5;7.5;42;219
212;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;4;8;3;17-mai;18-mai;0;22-mai;1;24-mai;1;0;25-mai;;14.5;7.5;42;219
212;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;4;8;4;17-mai;19-mai;0;;0;;0;0;;;14.5;7.5;42;219
213;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;3;8;1;17-mai;18-mai;0;22-mai;1;25-mai;1;1;26-mai;;14.5;7.5;42;219
213;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;3;8;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;14.5;7.5;42;219
213;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;3;8;3;17-mai;17-mai;1;20-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
213;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;185;1;4;3;8;4;17-mai;18-mai;0;20-mai;1;25-mai;1;0;26-mai;;14.5;7.5;42;219
214;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;186;1;4;4;5;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;14.5;7.5;42;219
214;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;186;1;4;4;5;2;17-mai;18-mai;0;;0;25-mai;1;0;26-mai;;14.5;7.5;42;219
214;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;186;1;4;4;5;3;17-mai;18-mai;0;;0;25-mai;1;0;26-mai;;14.5;7.5;42;219
214;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;186;1;4;4;5;4;17-mai;18-mai;0;22-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
214;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;186;1;4;4;5;5;17-mai;18-mai;0;22-mai;1;23-mai;1;1;26-mai;;14.5;7.5;42;219
215;L1130_Na1028_H1_B_C5;;interpop;B;B;C5;Narbonne_H1;187;1;4;3;7;1;17-mai;18-mai;0;;0;;0;0;25-mai;;14.5;7.5;42;219
