IDBox;Plant;Zone;Plan;Quadrat;UniqueQuadrat;PositionQuad;UniqueGeno;IDPod;Block;Plate;PositionPlate;NbSeed;IDSeed;Base;SwellingDate;Swell;RadicleDate;Rad;CotyledonDate;Cot;Viability;SampleDate;Conta;time_flo;L_max_flo;TotalNbPods;NumSeedPlant
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;1;27-juin;27-juin;1;28-juin;1;4-juil.;1;0;6-juil.;;11;10;70;180
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;2;27-juin;28-juin;0;3-juil.;1;5-juil.;1;1;6-juil.;;11;10;70;180
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;3;27-juin;29-juin;0;30-juin;1;4-juil.;1;1;6-juil.;;11;10;70;180
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;4;27-juin;28-juin;0;3-juil.;1;5-juil.;1;0;6-juil.;;11;10;70;180
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;5;27-juin;27-juin;1;29-juin;1;2-juil.;1;1;6-juil.;;11;10;70;180
1013;ESP-163-2009-01_H3_E_D3;;interpop;E;E;D3;Espagne_H3;492;3;6;4;6;6;27-juin;28-juin;0;30-juin;1;7-juil.;1;1;6-juil.;;11;10;70;180
1014;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;1;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;0;5-juil.;;14.5;5.5;34;161
1014;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;1;7;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;14.5;5.5;34;161
1014;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;1;7;3;27-juin;28-juin;0;29-juin;1;5-juil.;1;1;5-juil.;;14.5;5.5;34;161
1014;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;1;7;4;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;5-juil.;;14.5;5.5;34;161
1015;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;2;7;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1015;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;2;7;2;27-juin;29-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1015;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;494;3;7;2;7;3;27-juin;28-juin;0;29-juin;1;1-juil.;1;1;4-juil.;;14.5;5.5;34;161
1016;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2b;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1016;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2b;7;2;27-juin;29-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1016;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2b;7;3;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1016;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2b;7;4;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1017;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2t;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;6-juil.;;14.5;5.5;34;161
1017;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2t;7;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;6-juil.;;14.5;5.5;34;161
1017;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;496;3;7;2t;7;3;27-juin;28-juin;0;29-juin;1;7-juil.;1;1;6-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;1;27-juin;28-juin;0;30-juin;1;4-juil.;1;0;4-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;4;27-juin;27-juin;1;1-juil.;1;4-juil.;1;0;4-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1018;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;498;3;7;1;6;6;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1019;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1019;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2;7;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1019;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2;7;3;27-juin;27-juin;1;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1019;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2;7;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1020;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2b;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1020;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2b;7;2;27-juin;28-juin;0;30-juin;1;2-juil.;1;0;4-juil.;;14.5;5.5;34;161
1020;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;500;3;7;2b;7;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;4;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1021;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;502;3;7;2t;6;6;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1022;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;1;7;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;5-juil.;;14.5;5.5;34;161
1022;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;1;7;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;14.5;5.5;34;161
1022;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;1;7;3;27-juin;28-juin;0;29-juin;1;1-juil.;1;1;5-juil.;;14.5;5.5;34;161
1022;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;1;7;4;27-juin;27-juin;1;1-juil.;1;;0;0;5-juil.;;14.5;5.5;34;161
1023;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;2;7;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1023;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;2;7;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1023;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;504;3;7;2;7;3;27-juin;27-juin;1;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;4;27-juin;28-juin;0;29-juin;1;1-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1024;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;506;3;7;2b;6;6;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1025;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;2t;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1025;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;2t;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1025;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;2t;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1025;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;2t;8;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1026;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;1;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1026;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;1;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1026;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;1;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1026;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;508;3;7;1;8;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;5;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1027;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;510;3;7;2;6;6;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1028;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;512;3;7;2b;5;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;5-juil.;;14.5;5.5;34;161
1028;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;512;3;7;2b;5;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;14.5;5.5;34;161
1028;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;512;3;7;2b;5;3;27-juin;28-juin;0;29-juin;1;;0;0;5-juil.;;14.5;5.5;34;161
1028;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;512;3;7;2b;5;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;14.5;5.5;34;161
1028;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;512;3;7;2b;5;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;14.5;5.5;34;161
1029;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;514;3;7;2t;5;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1029;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;514;3;7;2t;5;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1029;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;514;3;7;2t;5;3;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1029;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;514;3;7;2t;5;4;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;4-juil.;;14.5;5.5;34;161
1029;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;514;3;7;2t;5;5;27-juin;28-juin;0;30-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1030;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;516;3;7;1;4;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1030;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;516;3;7;1;4;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1030;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;516;3;7;1;4;3;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1030;L1119_Na545_H50_E_D4;;interpop;E;E;D4;Narbonne_H50;516;3;7;1;4;4;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;14.5;5.5;34;161
1031;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2;8;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1031;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2;8;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1031;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1031;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2;8;4;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1032;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2b;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1032;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2b;8;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1032;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2b;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1032;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;518;3;7;2b;8;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1033;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;2t;8;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1033;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;2t;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1033;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;2t;8;3;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1033;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;2t;8;4;27-juin;28-juin;0;30-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1034;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;1;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1034;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;1;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1034;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;1;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1034;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;520;3;7;1;8;4;27-juin;28-juin;0;29-juin;1;1-juil.;1;0;4-juil.;;18;7.5;9;56
1035;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;522;3;7;2;5;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1035;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;522;3;7;2;5;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1035;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;522;3;7;2;5;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1035;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;522;3;7;2;5;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1035;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;522;3;7;2;5;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1036;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;524;3;7;2b;3;1;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;18;7.5;9;56
1036;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;524;3;7;2b;3;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;0;4-juil.;;18;7.5;9;56
1036;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;524;3;7;2b;3;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1037;L1090_Na136_H1_E_E2;;interpop;E;E;E2;Narbonne_H1;526;3;7;2t;6;6;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;18;7.5;9;56
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;1;27-juin;28-juin;0;29-juin;1;5-juil.;1;1;5-juil.;;28.5;6;6;32
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;2;27-juin;27-juin;1;29-juin;1;2-juil.;1;1;5-juil.;;28.5;6;6;32
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;3;27-juin;27-juin;1;28-juin;1;1-juil.;1;1;5-juil.;;28.5;6;6;32
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;28.5;6;6;32
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;28.5;6;6;32
1038;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;528;3;7;1;6;6;27-juin;28-juin;0;29-juin;1;4-juil.;1;0;5-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;1;27-juin;27-juin;1;30-juin;1;2-juil.;1;0;4-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;4;27-juin;28-juin;0;30-juin;1;4-juil.;1;1;4-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1039;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;530;3;7;2;6;6;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1040;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;532;3;7;2b;5;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1040;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;532;3;7;2b;5;2;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;28.5;6;6;32
1040;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;532;3;7;2b;5;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1040;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;532;3;7;2b;5;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;0;4-juil.;;28.5;6;6;32
1040;L1096b_Na156_H4_E_E4;;interpop;E;E;E4;Narbonne_H4;532;3;7;2b;5;5;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;6;6;32
1041;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;2t;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1041;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;2t;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1041;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;2t;8;3;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;28.5;7;5;28
1041;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;2t;8;4;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1042;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;1;8;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1042;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;1;8;2;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1042;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;1;8;3;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;4-juil.;;28.5;7;5;28
1042;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;534;3;7;1;8;4;27-juin;28-juin;0;29-juin;1;4-juil.;1;1;4-juil.;;28.5;7;5;28
1043;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;536;3;7;2;7;1;27-juin;28-juin;0;29-juin;1;2-juil.;1;1;5-juil.;;28.5;7;5;28
1043;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;536;3;7;2;7;2;27-juin;28-juin;0;29-juin;1;5-juil.;1;1;5-juil.;;28.5;7;5;28
1043;L1096b_Na156_H4_E_EE1;;interpop;E;E;EE1;Narbonne_H4;536;3;7;2;7;3;27-juin;28-juin;0;30-juin;1;2-juil.;1;1;5-juil.;;28.5;7;5;28
